 ,"Employment: by employment status, by economic activity",,,,,,,,,,GDP deflators: by expenditure components,,,,,,,Unit labour cost: by economic activity,,,,,,,Hourly labour cost: by components and by economic activity,,,,,,,Exchange rates: effective exchange rates,US and Japan: main economic and financial indicators,,,,,,,,,,,,,,,,,,,,,,,Industry and commodity prices: by type of goods and by industry,GDP: by expenditure components at current prices,,,,,,,GDP: by expenditure components at constant prices,,,,,,,Value added: by economic activity at current prices,,,,,,,,,"Value added: by economic activity, chain-linked volumes",,,,,,,,,"Confidence indicators: economic, manufacturing, consumer, construction, retail trade, services"
Q4-2003      ,139946.39,140259.83,119108.65,21151.18,6125.41,25725.28,10335.22,35528.94,20690.81,41854.17,108.13223,107.1611,107.27376,108.98992,104.68117,99.07097,96.09307,107.20674,109.94507,102.20148,110.77264,105.19717,110.66691,110.81281,88.8,92.9,92.7,93.2,93.1,116.2,117.4,100.46618,104.1,12042.8,-4.48299,47.19877,521404.7,13.83467,18.75299,-4.42925,6.93036,1.14796,7.76543,0.28739,13.48267,5.31845,11.35653,6.28208,26.4,22.19,2.97,10.66,5.62,9.67,-1.45,93.11164,1915667.7,1096793,390738,386763.3,141.74,675876.6,634644.94,1772713.68,1023130.85,358718.05,369709.84,NA ,682686.06,660963.55,1721510.34,38140.35,354559.96,99847.2,367315.76,469697.7,391949.38,NA ,194157.35,1589924.24,35790.3,346269.81,87524.89,340195.36,426687.88,353329.98,NA ,182788.07,81.1
Q1-2004      ,139902.24,138807.71,117714.96,21092.75,5836.96,25407.84,10053.57,35268.82,20589.35,41651.16,108.71197,107.88288,107.81455,109.99474,105.39668,99.0733,96.44569,107.47407,100.04628,102.23688,111.58357,104.64279,111.44591,111.90964,89.5,84.2,83.4,86.4,81.7,108.5,106.2,103.29417,99.9,12127.6,-4.89946,47.91125,527388.3,13.61132,18.69104,-4.74618,6.78373,7.28163,8.15183,5.68086,13.31942,6.82554,11.17236,9.24975,28.94,25.85,3.99,12.71,-1.94,-7.31,2.61,94.51197,1936445.14,1107946.06,395114.65,390045.96,-165.1,689876,646372.43,1782315.89,1028310.78,359409.26,370299.6,NA ,696745.53,670647.72,1739806.74,38738.68,358871.12,101480.22,371873.74,472981.89,395861.09,NA ,196638.4,1599810.79,38374.82,349830.06,88120.63,343897.46,425909.23,353714.15,NA ,182480.65,80.9
Q2-2004      ,140240.43,140363.03,119083.12,21279.9,5968.18,25585.37,10382.58,35708.34,20789.58,41928.98,109.27873,108.68443,108.53812,110.91505,106.42158,100.01983,97.99834,107.64186,98.53153,101.41671,112.20553,104.721,111.30238,112.69938,90.1,93.5,93.4,93.6,92.4,116.5,114.8,100.43745,101,12213.8,-4.63645,47.64605,526100.6,13.69483,19.36872,-5.32255,6.98923,6.1503,8.17808,4.38429,13.56732,8.74668,11.01901,10.15611,22.39,20.38,3.64,-13.86,-11.33,8.04,-6.25,96.7494,1956241.95,1117387.79,400124.86,395386.18,-440.3,716386.36,672602.94,1791125.24,1030116.02,360932.81,371737.39,NA ,716608.88,686738.98,1758628.01,39268.46,361425.37,103673.96,374835.51,478359.29,401065.42,NA ,197613.94,1610333.11,39338.1,352352.64,88291.42,346084.69,429073.05,355270.97,NA ,180717.04,80.8
Q3-2004      ,140734.88,141336.37,119901.82,21434.56,6170.74,25533.91,10576.78,36165.55,21079.77,41809.63,109.65435,108.92662,108.9913,110.71714,107.17538,100.89197,98.55398,107.96415,100.18677,101.72906,114.24782,105.73718,111.68835,112.35624,90.5,88.4,88,89.4,87.1,114.2,112.9,100.3947,102.6,12303.5,-4.40233,47.80284,529174.8,14.24744,19.6215,-5.28932,7.12731,5.87515,8.58152,4.31555,13.59165,7.56785,11.25879,8.54536,24.92,23.19,3.89,10.32,-0.01,-1.32,1.96,97.6036,1969772.32,1125116.64,401399.16,400599.26,7342.22,724580.23,689265.2,1797327.08,1032921.02,362728.27,373989.14,NA ,718536.27,699779.53,1767595.64,38265.54,362579.2,104217.54,374858.28,485373.87,402301.22,NA ,202176.67,1614683.76,39552.29,351361.74,88191.24,345873.55,432689.79,356957.09,NA ,182591.63,81.8
Q4-2004      ,141217.93,141588.37,120043.3,21545.07,6015.48,25574.07,10533.63,35923.17,21214.7,42327.31,110.13676,109.50952,109.4564,111.68456,107.86204,101.29205,99.19835,108.45901,99.01682,102.53818,114.12039,105.21221,112.80899,113.40936,91.1,95.2,94.7,96.7,95.9,119.2,119.9,103.12535,101.9,12410.3,-3.98439,48.11744,526893.3,13.82384,19.77819,-6.0564,7.34912,7.49758,6.89368,6.45175,13.65409,10.35232,11.47918,11.96025,26.98,21.72,3.06,11.85,14.24,9.88,-0.64,98.02676,1985483.84,1140488.64,404995.79,404762.65,4021.94,737444.38,706229.56,1803619.53,1042522.14,362788.21,375443.45,NA ,728318.76,712253.15,1781636.77,38736.87,363398.32,105712.24,379184.25,488447.08,406157.99,NA ,203847.07,1619953.5,39891.31,351225.52,88590.19,349043.29,433133.73,357968.92,NA ,183621.57,81.9
Q1-2005      ,141241.41,140232.6,118760.91,21471.69,5799.12,25194.32,10360.02,35587.98,21112,42179.15,110.74849,110.19303,109.95735,112.28243,108.27272,101.65091,99.73581,108.76539,106.47891,101.71385,116.58193,106.00701,112.48459,113.76292,91.7,86.3,85.5,88.6,83.6,110.8,109.3,102.79999,99.5,12534.1,-3.25457,48.92259,530581.3,14.07744,19.95036,-5.96433,7.51554,7.435,7.62995,8.5241,13.60039,2.94075,10.24565,7.4001,31.56,25.93,3.74,10.46,-3.47,-12.32,2.99,99.33373,2001852.92,1147918.55,408525.46,408275.14,273.8,741793.58,704933.62,1808217.83,1044404.32,363960.41,377202.5,NA ,729836.6,706910.77,1799667.77,36710.5,364949.24,106175.1,380857,499416.73,411559.2,NA ,202185.15,1625703.57,37084.48,352754.77,87772.62,349410.58,439478.72,358832.09,NA ,182469.46,81.8
Q2-2005      ,141576.52,141700.9,120151.21,21549.69,5978.87,25192.77,10687.38,36019.43,21269.58,42552.86,111.33964,110.75266,110.5619,112.77684,108.8843,102.32099,100.31924,108.86443,109.37884,100.82293,116.49728,105.39258,114.03523,114.3521,91.8,95.2,95.2,95.5,94.1,118.5,117.6,100.44081,99.8,12587.5,-3.23645,47.92522,537012.9,13.97015,19.66805,-5.78169,7.14423,8.17864,8.0061,8.5716,13.87603,4.70259,10.1529,10.2149,22.31,24.15,3.22,-15.62,-14.04,9.05,-6.41,99.69502,2026707.57,1160035.36,413585.13,418452.78,2370.24,763044.74,730780.67,1821055.04,1049716.9,366871.98,384465.03,NA ,745924.02,728671.23,1816937.33,35652.55,370299.53,109565.33,384553.15,502179.18,414687.59,NA ,209770.25,1636152.51,36667.87,356636.13,89994.32,352482.44,439972.51,360028.61,NA ,184853.82,81.1
Q3-2005      ,142056.93,142593.31,121267.17,21326.14,6067.67,25292.8,10787.62,36312.44,21589.65,42543.14,111.77773,111.7406,111.30034,113.41538,109.77308,102.78374,102.11865,108.99851,106.99694,101.0282,115.91498,105.78256,114.51771,114.84561,92.3,90.1,89.9,90.6,88.9,116.4,115.2,98.07864,100.9,12683.2,-3.63141,47.8691,540612,14.16036,19.76411,-5.38714,7.1571,8.38447,8.33241,7.48611,13.78371,2.40923,10.58945,9.24788,24.61,23.55,3.83,6.22,2.04,-3.27,3.14,100.1632,2046533.25,1175844.14,417734.31,425939.86,-720.62,784985.78,757250.22,1831578.8,1056912.92,368451.33,388154.87,NA ,763856.58,741694.12,1831755.53,35964.59,372171.53,111809.56,386813.55,506668,418328.3,NA ,214777.72,1643795.83,37252.62,357507.96,90649.76,354018.79,442764.32,361204.25,NA ,187728.03,80.8
Q4-2005      ,142608.26,142956.3,121587.46,21368.84,5982.25,25303.75,10815.02,36146.07,21793.53,42915.69,112.47183,112.40434,111.96476,115.03028,110.63079,104.01758,103.26149,109.76846,108.9031,100.80549,117.09669,105.59163,115.77106,116.81913,92.9,97.1,96.8,98,97.9,122,122.8,97.28083,99.8,12748.7,-3.11639,48.24532,542068.3,13.60166,20.35873,-6.63389,7.61784,7.49322,8.02871,7.47202,13.51839,2.37975,9.79007,8.05161,27.03,24.15,3.36,21.39,-9.56,16.29,4.59,100.80569,2071003,1185452.62,424642.84,433774.46,6468.41,804241.97,783577.28,1842001.28,1059204.09,369279.67,392219.14,NA ,773278.57,758950.69,1852997.85,35210.61,376252.17,113871.38,389176.58,512633.09,425854.01,NA ,218005.15,1653450.77,36658.53,360266.35,90959.1,356774.77,446262.19,362127.45,NA ,188496.24,80.9
Q1-2006      ,143196.97,142193.76,120650.95,21542.81,5722.64,24982.7,10608.94,36085.86,21791.26,43002.36,112.86338,113.02556,112.50964,114.68894,111.3716,104.71323,104.51785,109.65534,108.60079,100.57281,119.71407,106.42696,115.58835,115.88493,93.5,88,87,90.7,86.2,113.1,111.7,97.55929,101.4,12915.9,-2.19593,48.87179,541679.4,14.46659,20.42348,-6.118,7.65213,5.05953,7.76089,3.50835,13.50908,4.44498,9.87983,10.52577,31.85,23.83,4.24,8.63,-5,-7.57,5.17,102.75627,2096247.05,1199848.52,427423.82,439784.19,10448.99,833915,815173.45,1857730.87,1066728.81,372756.54,394940.61,NA ,796251.43,779819.31,1872385.6,35015.04,383342.17,115123.87,391711.19,521513.95,425679.4,NA ,223861.45,1668082.22,36729.91,366266.75,90383.1,357912.7,452555.17,364070.19,NA ,189587.99,81.9
Q2-2006      ,143979.56,144175.56,122396.23,21779.33,5923.86,25103.49,10928.63,36731.81,22124.34,43363.43,113.49604,113.66869,113.1468,115.9893,112.19905,105.18016,105.00228,109.99545,108.96303,100.11178,119.68846,106.21093,116.00156,117.57162,94.1,97.8,97.9,97.4,97.6,119.4,120.4,99.41013,101,12962.5,-2.41163,47.74005,548650.6,14.1825,20.36402,-6.20091,7.85984,1.82516,7.67241,0.60619,13.18116,2.49231,9.3542,9.53011,NA ,23.42,NA ,-24.32,-15.67,9.75,-9.87,104.2966,2131142.32,1212381.55,432941.79,454685.94,6694.99,854682.65,830244.59,1878197.46,1071841.6,373348.73,405329.89,NA ,812518.72,790635.99,1903754.84,35046.64,388608.38,118461.35,397044.75,531479.33,433114.38,NA ,227387.49,1686642.85,37066.77,369928.58,92384.17,362695.22,459013.31,365339.89,NA ,191496.98,82.4
Q3-2006      ,144381.69,144973.49,123473.64,21499.85,5935.15,25282.01,11087.85,36923.43,22563.68,43181.37,113.95679,114.17257,113.70432,115.72889,113.01212,105.68156,105.59721,110.03661,109.9253,100.54323,119.99373,105.6103,116.71299,117.35871,94.5,92.2,91.9,93.1,92.3,117.8,117.3,99.68924,100.4,12965.9,-2.41807,47.59233,550505.8,13.65511,20.06037,-6.42387,7.90847,2.31317,7.7175,1.23517,12.69675,4.80987,9.14702,8.47735,NA ,24.26,NA ,8.33,2.91,0.24,3.93,105.48512,2152987.84,1224024.38,433958.63,463114.48,10121.71,866112.04,844343.4,1889820.08,1076852.78,375075.4,409884.35,NA ,819514.79,799571.06,1924616.84,35108.71,393135.38,121111.71,401888.42,538648.35,434724.27,NA ,228371,1698204.02,36889.19,371784.64,93272.35,365426.16,463696.29,366799.37,NA ,191580.76,83.4
Q4-2006      ,145103.78,145319.19,123784.65,21534.54,5821.4,25272.28,11193.65,36637.58,22717.4,43676.87,114.53767,114.69118,114.09533,116.09806,113.63415,105.80134,105.53908,110.16796,109.22018,99.98975,120.97849,105.48037,118.1418,117.74575,94.9,99.2,98.8,100,100.6,124.8,125.5,98.73866,102,13060.7,-1.68681,47.75829,553334.5,14.29848,19.40824,-5.45783,7.88769,1.97284,6.98761,1.93977,12.4199,0.95286,9.45679,8.7226,NA ,24.74,NA ,13.44,18.26,12.96,0.28,105.98833,2184781.43,1238050.05,438315.37,475906.78,-658.08,900015.21,866847.9,1907509.54,1085179.51,377545.33,418766.2,NA ,850166.61,820852.57,1950785.66,35548.25,398869.32,123402.6,407512.42,547002.44,438450.63,NA ,233995.76,1713171.11,37159.47,375732.23,94485.89,369639.28,467515.02,368390.42,NA ,194284.05,83.7
Q1-2007      ,145888.09,144787.6,123123.82,21663.78,5670.58,25068.93,11113.63,36630.87,22738.9,43564.7,115.51052,115.2452,114.8329,116.41054,114.64521,106.56381,105.35572,110.59136,108.92799,99.98441,122.82165,105.74423,118.27538,118.3658,95.3,89.7,89,91.6,87.4,115.4,114.6,99.18084,101.9,13089.3,-2.46165,48.63338,558949.4,13.86808,18.96991,-5.59084,7.32732,2.84902,6.9678,2.02598,12.02225,4.61138,10.00354,6.34084,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,107.75346,2222657.15,1246038.29,443388.15,485872.96,12244.46,911979.37,876866.09,1923728.88,1084883.51,380803.06,423631.44,NA ,854829.37,831299.43,1983045.26,37112.82,407225.96,126367.89,411096.29,558102.03,443140.27,NA ,239611.89,1730003.66,37550.92,379085.15,95364.45,372851.86,474174.27,370696.65,NA ,193782.58,84.3
Q2-2007      ,146471.63,146684.33,124813.55,21870.78,5799.39,25217.99,11396.88,37329.86,23139.36,43800.86,116.20253,116.12041,115.56023,117.06536,115.3514,106.97806,106.17676,111.32957,110.83361,100.74996,125.1705,106.26754,118.90399,118.61832,96.5,100.3,100.6,99.1,100.4,122.9,123.3,100.47327,100.7,13194.1,-2.5948,47.35583,561978.4,14.15534,18.92036,-5.35778,7.45541,4.37496,6.8644,4.17114,11.82878,2.42651,9.48732,8.32095,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,109.09212,2244869.02,1260458.2,446994.41,488304.85,11572.14,926703.6,889164.18,1931199.84,1090430.52,381721.65,423096.37,NA ,865086.72,836257.93,2004836.27,37326.83,411505.74,126149.5,416097.24,566014.24,447742.73,NA ,240032.75,1738572.83,37258.83,381774.33,94092.86,375890.44,477596.76,371936.96,NA ,192778.37,84.6
Q3-2007      ,147105.66,147724.4,125939.27,21785.14,5828.23,25352.34,11453.63,37769.87,23484.3,43836.03,116.70334,116.68159,116.19654,117.68048,115.77154,107.18131,106.51088,111.5272,111.21972,99.88883,126.14534,106.27517,119.49548,119.58168,97,94.6,94.5,94.6,94.3,122,120.3,100.3276,100.3,13268.5,-2.98733,47.95053,560922.5,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,109.29183,2268183.7,1276069.78,451296.21,492655.01,11604.37,943677.93,907119.61,1942831.91,1097862.82,383372,425302.6,NA ,879209.31,850415.81,2028645.38,39131.03,416057.6,127892.24,420749.07,573090.54,451724.9,NA ,239538.32,1749151.11,37121.94,385049.22,94047.53,378647.63,481141.91,373254.44,NA ,193838.47,84.2
Q4-2007      ,147552.02,147821.07,126211.24,21609.83,5723.28,25321.97,11441.43,37443.25,23626,44265.14,117.25529,117.87068,117.31386,119.20734,116.45282,107.53321,108.27996,112.61574,110.68587,100.04364,126.97037,106.83413,121.55838,120.9151,97.5,101.9,102.1,101.6,103.2,129.8,128.9,103.16624,101.5,13363.5,-3.16504,48.38636,563237.5,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,109.6099,2287786.63,1289810.86,460510.63,502417.74,5482.75,953273.97,923709.31,1950345.41,1099086.4,386179.82,431179.06,NA ,885192.14,851768.64,2048648.66,39595.31,418867.95,129889.36,423534.3,577258.69,459503.05,NA ,239137.97,1758422.74,37554.36,387767.5,94768.46,380268.43,483155.21,375082.58,NA ,192208,84.1
Q1-2008      ,148069.13,146921.5,125125.08,21796.43,5589.8,25223.08,11140.09,37443.77,23626.18,43898.59,117.88977,118.54621,118.20578,119.37736,117.10521,108.93615,109.7938,113.42513,112.61479,102.06533,128.5349,106.74928,122.88762,120.8772,98.8,92.9,92.5,94.1,90.8,120.2,118.1,104.45851,102.3,13339.2,-4.39686,49.53578,564113.2,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,110.62688,2316329.4,1304741.54,462935.74,508244.18,8464.22,983749.83,951806.1,1963909.56,1103341.21,387636.94,433713.49,NA ,901596.25,865443.8,2077504.9,38974,421640.51,132889.41,434484.54,586310.12,463206.33,NA ,238824.49,1771064.12,37488.95,387181.96,95449.81,385926.63,487560.96,377496.18,NA ,193202.34,83.8
Q2-2008      ,148155.23,148296.74,126470.89,21825.85,5674.79,25344.74,11219.55,37911.81,23768.38,44377.47,118.6418,119.64347,119.11018,120.75131,118.28213,109.6821,111.31841,114.76469,112.07126,103.58101,130.20273,107.91866,123.01946,122.87329,99.2,103,103.5,101.7,103.1,127.8,126.3,107.40049,104.9,13359,-6.88449,48.91261,561256.6,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,113.208,2322144.33,1308351.11,472496.68,505442.42,5744.53,985349.15,955239.56,1955669.75,1097603.76,391023.66,426857.41,NA ,896291.81,856036.15,2084660.22,37587.44,423014.6,131682.67,433218.92,588134.92,471021.67,NA ,237484.12,1764686.45,37551.5,383091.57,93195.27,383587.59,488331.05,378897.29,NA ,191410.24,83.8
Q3-2008      ,147838.65,148490.23,126904.19,21586.04,5702.9,25381.28,11144.77,38083.73,23923.19,44254.37,119.00754,120.15976,119.82741,120.59718,119.10323,110.80737,112.80635,115.73165,112.65297,105.58395,131.40666,110.22137,123.97783,122.055,100.2,97.7,97.7,97.9,97.2,128.1,125.5,104.98784,106.9,13223.5,-6.4317,52.36065,553574.8,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,114.97354,2317722.65,1316164.91,474266.65,501512.43,6259.24,984851.45,965332.03,1945473.63,1097281.75,392908.73,420500.75,NA ,886313.13,853234.33,2081142.86,36340.34,416570.16,133203.66,434627.79,590195.1,470205.8,NA ,236579.79,1755209.98,37426.08,375352.47,91904.15,381922.76,487616.08,380513.43,NA ,190669.61,82.7
Q4-2008      ,147320.91,147675.45,126241.12,21434.33,5640.67,25023.02,10868.35,37561.14,23766.82,44815.45,119.69061,119.43901,119.24862,121.48311,118.65843,109.87266,108.64315,118.01798,111.83325,111.6331,131.37477,111.56297,124.2179,124.24038,101.6,106.3,106.4,106.3,108.9,136.4,132.3,101.5787,109.5,12993.7,-8.14578,56.34366,539179.1,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,113.32979,2288551.72,1301789.3,481486.35,479880.61,5139.51,905024.82,884768.87,1910041.58,1090574.11,395983.91,403875.6,NA ,821416.71,812008.64,2056014.99,34949.87,392297.72,130779.09,429988.39,590844.1,477155.82,NA ,232536.72,1723038.67,37500.14,352846.63,90041.68,375056,484418.75,381272.87,NA ,187387.58,81.5
Q1-2009      ,146114.36,145047.22,123703.59,21343.63,5467.32,24441.4,10369.52,36951.43,23264.43,44553.12,119.83944,119.58651,118.5046,122.52219,118.00493,106.48636,105.09465,120.10694,110.13364,118.47306,130.39333,114.80876,124.11665,124.7547,101.8,95.8,95.2,97.8,94.5,NA        ,NA ,104.91474,111.1,12832.6,-9.87234,59.88971,515206.3,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,113.46413,2234430.4,1287900.99,489251.52,451989.24,-9024.53,807535.51,793222.32,1862458.59,1085653.94,398939.33,382484.44,NA ,756165.1,752492.04,2010637.06,34642.16,355683.52,130478.37,416885.84,588163.21,484783.94,NA ,223793.35,1679093.49,38285.88,323376.75,89455.08,362441.34,478858.48,382662.45,NA ,183694.45,74.6
Q2-2009      ,145361.88,145469.25,124095.83,21373.42,5563.36,24107.32,10409.24,37175.34,23198.5,45015.5,119.84861,119.42062,118.61961,122.72542,117.42309,105.51786,103.55211,120.09348,110.85903,117.87528,131.01681,114.47469,124.61822,125.12913,102.5,106.4,106.8,105.2,107.5,NA        ,NA ,106.25921,111.1,12810,-11.64919,62.7152,528077.5,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,113.00586,2231697.34,1288946.07,492946.06,440934.84,-21117.95,789494.01,759505.68,1860038.22,1085481.43,401286.24,374978.84,NA ,746056.67,731239.48,2011272.35,33380.89,352471.7,128916.59,417484.88,590598.37,488419.92,NA ,220424.99,1676322.79,38160.66,319694.39,88130.48,362336.02,479380.31,384507.04,NA ,184017.58,70.2
Q3-2009      ,144586.55,145139.75,124040.62,21099.13,5556.27,23758.71,10326.88,37377.8,23244.57,44875.53,120.0139,119.38498,118.86518,123.66106,117.23228,105.86483,103.4554,119.60531,109.5456,114.3596,131.67899,114.27786,124.16237,126.19842,102.9,100.3,100.3,100.5,100.6,NA        ,NA ,106.83988,107.8,12860.8,-11.55307,65.77437,526694.1,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,113.07141,2244194.86,1290297.98,499034.04,435226.15,-16458.13,814478.53,778383.71,1867878.34,1084374.95,403168.53,370726.47,NA ,767144.06,750115.49,2021945.28,32534.62,360122.01,127311.04,418062.87,592655.36,491259.39,NA ,222249.57,1683125.85,38265.31,326657.12,86832.49,362808.43,479851.75,385320.7,NA ,185043.97,69.6
Q4-2009      ,144257.85,144660.13,123685.53,20974.6,5525.44,23492.35,10276.44,36816.54,23270.44,45278.92,120.07339,119.47457,119.38826,123.28903,117.34205,106.63341,104.32305,119.50609,109.91128,112.97732,133.17563,114.10958,124.89165,126.48149,103.3,108.1,108.1,108.4,109.6,NA        ,NA ,109.44849,106.8,13019,-11.13825,67.61063,531960.4,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA ,113.0897,2249126.34,1298800.2,497155.76,430382.99,-19173.91,836711.8,794750.48,1871055.36,1086738.04,402863.08,366258.13,NA ,782404.92,759518.03,2023855.39,32661.85,362056.26,125359.79,417339.56,594080.35,492357.58,NA ,225270.95,1684291.35,38188.52,328578.42,85446.94,362488.9,480075.21,386452.91,NA ,186978.8,71
Q1-2010      ,144261.38,143313.63,122160.69,21152.95,5404.76,23139.8,9921.16,36465.98,23161.26,45220.67,120.25682,119.68077,120.05337,124.28376,117.62417,108.99228,106.77226,119.3709,109.31611,110.12609,132.46364,114.31266,125.46188,126.49948,104,97.8,97.1,99.9,96.2,NA        ,NA ,104.12789,105.1,13138.8,-10.8954,70.69569,537754.4,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA        ,NA ,2259765.07,1308148.25,502352.57,429681.17,-9526.06,875409.99,846300.83,1877038.29,1088495.72,403816.13,364783.85,NA           ,800874.97,790230.74,2036530.56,33658.17,367754.73,122965.61,419494.43,596022.93,496634.69,NA           ,223234.51,1693712.03,38548.84,336010.88,84185.9,363687.38,481137.29,388049.33,NA           ,183623.67,72.3
Q2-2010                ,NA           ,NA           ,NA          ,NA         ,NA          ,NA          ,NA          ,NA          ,NA          ,NA ,120.66231,120.44828,120.71899,124.54378,118.28337,110.57545,109.19978,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,103.5,13191.5,NA       ,NA ,538294.1,NA       ,NA       ,NA      ,NA       ,NA      ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA       ,NA      ,NA        ,NA        ,NA        ,NA       ,NA        ,NA ,2289184.54,1321609.16,505729.73,439925.53,-1746.28,926888.88,903222.49,1895085.08,1093632.93,405682.12,371399.51,NA           ,835829.94,824632.67,2057638.52,33497.94,377624.82,124251.59,423478,598433.01,500353.16,NA           ,231546.02,1707255.81,38350.47,342522.48,84626.15,366896.96,484107.93,389031.28,NA           ,188117.17,75.5
